,host_acceptance_rate,host_response_rate,price,number_of_reviews,review_scores_location,review_scores_cleanliness,availability_365,reviews_per_month,review_scores_communication,room_type,property_type
3299,0.98,0.0,192.0,0,5.0,4.79,365,0.23,4.93,Shared room,Shared room in guest suite
3300,0.98,1.0,1099.0,14,5.0,4.79,365,0.23,4.93,Entire home/apt,Entire rental unit
3301,0.89,1.0,1011.0,19,4.89,4.89,151,1.0,4.89,Entire home/apt,Entire rental unit
3302,1.0,1.0,450.0,0,5.0,4.5,365,0.16,5.0,Private room,Private room in hostel
3303,1.0,1.0,4063.0,10,5.0,4.5,364,0.16,5.0,Entire home/apt,Entire rental unit
3304,1.0,1.0,330.0,0,5.0,5.0,180,0.18,5.0,Private room,Private room in home
3305,0.83,1.0,2000.0,2,5.0,5.0,15,0.18,5.0,Entire home/apt,Entire condo
3306,1.0,1.0,503.0,70,5.0,4.94,349,1.11,4.9,Private room,Private room in rental unit
3307,0.98,1.0,1099.0,11,4.82,4.73,365,0.18,4.64,Entire home/apt,Entire rental unit
3308,0.8,1.0,950.0,9,4.89,4.78,72,0.14,4.56,Private room,Private room in rental unit
3309,1.0,1.0,1200.0,23,5.0,4.83,352,0.37,4.91,Entire home/apt,Entire guesthouse
3310,1.0,1.0,409.0,62,4.98,4.98,146,0.99,5.0,Private room,Private room in rental unit
3311,1.0,1.0,1000.0,18,5.0,5.0,179,0.29,5.0,Private room,Private room in condo
3312,1.0,1.0,1709.0,116,4.88,4.93,326,1.82,4.99,Entire home/apt,Entire rental unit
3313,0.91,0.93,799.0,10,5.0,4.9,357,1.63,5.0,Entire home/apt,Entire loft
3314,1.0,1.0,2424.0,130,4.96,4.86,161,2.01,4.95,Entire home/apt,Entire condo
3315,1.0,1.0,2461.0,102,4.9,4.82,328,1.61,4.76,Entire home/apt,Entire rental unit
3316,0.75,0.9,375.0,16,5.0,5.0,73,0.25,5.0,Private room,Private room in rental unit
3317,0.88,0.9,425.0,33,4.88,4.97,83,0.53,5.0,Entire home/apt,Entire rental unit
3318,0.98,1.0,1299.0,4,4.25,4.0,365,0.39,4.75,Entire home/apt,Entire rental unit
3319,0.98,1.0,1399.0,3,4.67,5.0,365,0.05,5.0,Entire home/apt,Entire rental unit
3320,0.4,0.0,490.0,5,5.0,4.4,363,0.08,5.0,Private room,Private room in home
3321,0.56,0.86,1840.0,307,4.96,4.74,320,4.78,4.8,Entire home/apt,Entire rental unit
3322,0.56,0.86,394.0,3,3.67,4.33,363,0.05,4.67,Private room,Private room in rental unit
3323,0.99,1.0,781.0,240,4.9,4.8,349,3.71,4.95,Entire home/apt,Entire rental unit
3324,0.98,1.0,1299.0,6,4.83,4.67,364,0.1,5.0,Entire home/apt,Entire guest suite
3325,1.0,1.0,3176.0,143,4.97,4.84,63,2.2,4.97,Entire home/apt,Entire condo
3326,0.0,1.0,400.0,181,4.86,4.74,128,2.83,4.88,Private room,Private room in rental unit
3327,1.0,1.0,1853.0,133,4.93,4.93,152,2.13,4.97,Entire home/apt,Entire condo
3328,1.0,1.0,1200.0,21,4.86,4.9,272,0.32,5.0,Entire home/apt,Entire rental unit
3329,1.0,1.0,521.0,115,4.95,4.87,345,1.81,4.98,Private room,Private room in home
3330,1.0,1.0,300.0,42,4.73,4.68,125,0.65,4.83,Private room,Private room in serviced apartment
3331,1.0,1.0,2070.0,141,4.94,4.94,295,2.17,4.99,Entire home/apt,Entire rental unit
3332,0.92,1.0,1500.0,39,4.95,4.87,177,0.62,4.95,Entire home/apt,Entire rental unit
3333,0.87,1.0,850.0,0,5.0,4.85,365,0.86,4.95,Entire home/apt,Entire rental unit
3334,0.87,1.0,1499.0,55,5.0,4.85,241,0.86,4.95,Entire home/apt,Entire rental unit
3335,0.87,1.0,1250.0,45,4.73,4.93,263,0.72,4.86,Entire home/apt,Entire rental unit
3336,0.95,1.0,1257.0,39,4.49,4.64,160,0.66,4.77,Entire home/apt,Entire condo
3337,0.8,1.0,9000.0,105,4.89,4.8,82,1.62,4.87,Entire home/apt,Entire rental unit
3338,1.0,1.0,1219.0,168,4.82,4.97,69,2.64,4.88,Entire home/apt,Entire loft
3339,0.94,1.0,1350.0,30,4.93,4.97,85,0.52,5.0,Entire home/apt,Entire rental unit
3340,0.89,1.0,285.0,14,4.93,4.93,21,0.22,5.0,Private room,Private room in guest suite
3341,0.99,1.0,345.0,50,4.94,4.9,361,0.8,4.98,Entire home/apt,Entire guesthouse
3342,1.0,1.0,500.0,55,4.98,4.96,89,0.87,4.98,Private room,Private room in rental unit
3343,1.0,1.0,714.0,110,4.88,4.8,160,1.74,4.98,Entire home/apt,Entire rental unit
3344,0.92,1.0,773.0,76,4.72,4.75,341,1.19,4.91,Entire home/apt,Entire rental unit
3345,0.92,0.97,2256.0,194,4.97,4.75,182,3.02,4.94,Entire home/apt,Entire rental unit
3346,0.94,1.0,3019.0,178,4.94,4.7,69,2.82,4.92,Entire home/apt,Entire rental unit
3347,0.92,0.97,221.0,0,4.93,4.76,358,2.37,4.86,Private room,Private room in rental unit
3348,0.92,0.97,2246.0,153,4.93,4.76,176,2.37,4.86,Entire home/apt,Entire rental unit
3349,0.92,0.97,2272.0,241,4.99,4.89,172,3.74,4.96,Entire home/apt,Entire rental unit
3350,1.0,1.0,304.0,37,4.56,4.19,88,0.59,4.92,Private room,Private room in condo
3351,1.0,1.0,1779.0,34,4.79,5.0,28,0.53,5.0,Entire home/apt,Entire home
3352,1.0,1.0,1543.0,41,4.73,5.0,164,0.64,4.98,Entire home/apt,Entire rental unit
3353,1.0,1.0,1543.0,46,4.91,4.7,201,0.74,4.5,Entire home/apt,Entire rental unit
3354,1.0,1.0,350.0,42,4.9,4.88,153,0.65,4.86,Private room,Private room in rental unit
3355,1.0,0.98,899.0,179,4.96,4.86,18,2.8,4.85,Entire home/apt,Entire rental unit
3356,0.92,0.97,1530.0,182,4.98,4.76,191,2.83,4.88,Entire home/apt,Entire loft
3357,0.82,0.98,201.0,24,4.83,4.75,333,0.37,5.0,Private room,Private room in home
3358,0.82,0.98,1722.0,29,4.9,4.86,260,0.45,4.9,Entire home/apt,Entire rental unit
3359,0.98,1.0,765.0,227,4.88,4.46,86,3.54,4.8,Private room,Private room
3360,0.82,0.98,2571.0,34,4.62,4.74,365,0.53,4.5,Entire home/apt,Entire rental unit
3361,0.82,0.98,1860.0,6,5.0,5.0,279,0.09,5.0,Entire home/apt,Entire rental unit
3362,0.99,1.0,800.0,82,4.87,4.93,83,1.31,4.99,Entire home/apt,Entire condo
3363,0.67,0.0,380.0,2,5.0,5.0,179,0.03,4.0,Private room,Private room in rental unit
3364,1.0,1.0,792.0,71,4.79,4.77,348,1.11,4.87,Entire home/apt,Entire rental unit
3365,1.0,1.0,950.0,2,5.0,5.0,90,0.03,5.0,Private room,Private room in rental unit
3366,1.0,1.0,477.0,123,4.63,4.71,322,1.91,4.79,Entire home/apt,Entire loft
3367,1.0,1.0,567.0,314,4.96,4.69,348,4.97,4.92,Entire home/apt,Entire guest suite
3368,0.99,0.98,713.0,369,4.97,4.8,39,5.78,4.93,Private room,Private room in home
3369,0.94,0.9,259.0,114,4.88,4.34,264,1.79,4.8,Private room,Private room in rental unit
3370,0.98,1.0,894.0,139,4.99,4.8,31,2.15,4.97,Entire home/apt,Entire rental unit
3371,0.98,1.0,480.0,0,4.9,4.42,180,4.13,4.81,Private room,Private room in home
3372,0.98,1.0,822.0,265,4.9,4.42,90,4.13,4.81,Private room,Private room
3373,0.92,1.0,908.0,73,4.38,4.82,168,1.15,4.89,Entire home/apt,Entire loft
3374,0.99,0.93,1204.0,112,4.93,4.84,55,1.8,4.98,Entire home/apt,Entire rental unit
3375,1.0,1.0,2632.0,9,4.89,5.0,222,0.14,4.78,Entire home/apt,Entire loft
3376,0.5,1.0,853.0,13,5.0,5.0,251,0.21,5.0,Entire home/apt,Entire guesthouse
3377,0.95,1.0,570.0,40,4.88,4.88,152,0.62,4.9,Entire home/apt,Entire loft
3378,1.0,0.0,730.0,23,5.0,5.0,269,0.39,4.91,Private room,Private room in home
3379,1.0,0.0,545.0,32,4.94,4.63,0,0.5,4.81,Entire home/apt,Entire hostel
3380,0.25,1.0,500.0,4,4.0,4.33,86,0.07,5.0,Private room,Private room in home
3381,0.75,1.0,800.0,1,5.0,5.0,365,0.02,5.0,Private room,Private room in home
3382,1.0,1.0,17579.0,82,4.97,4.89,283,1.34,5.0,Entire home/apt,Entire rental unit
3383,0.97,1.0,500.0,94,4.74,4.9,343,1.51,4.88,Entire home/apt,Entire condo
3384,1.0,1.0,2500.0,6,4.83,3.83,87,0.09,4.33,Entire home/apt,Entire rental unit
3385,1.0,0.96,1296.0,246,4.94,4.83,363,3.86,4.76,Entire home/apt,Entire rental unit
3386,1.0,1.0,450.0,31,4.97,4.9,72,0.52,4.97,Private room,Private room in rental unit
3387,0.99,1.0,1143.0,248,4.58,4.88,357,3.92,4.85,Entire home/apt,Entire condo
3388,1.0,1.0,800.0,28,5.0,4.68,75,0.44,5.0,Entire home/apt,Entire guest suite
3389,1.0,1.0,506.0,229,4.91,4.79,331,3.59,4.87,Private room,Private room in rental unit
3390,0.96,1.0,1797.0,97,4.94,4.81,341,1.52,4.93,Entire home/apt,Entire rental unit
3391,1.0,1.0,710.0,32,4.97,4.91,360,0.5,4.97,Entire home/apt,Entire rental unit
3392,0.95,0.0,890.0,11,4.91,4.82,272,0.95,4.91,Entire home/apt,Entire condo
3393,0.99,1.0,895.0,102,4.99,5.0,46,1.6,4.94,Entire home/apt,Entire guest suite
3394,0.96,1.0,807.0,141,4.94,4.8,363,2.61,4.83,Entire home/apt,Entire loft
3395,1.0,1.0,650.0,4,5.0,4.75,94,0.06,5.0,Private room,Private room in rental unit
3396,1.0,1.0,1172.0,251,4.68,4.91,154,4.02,4.96,Entire home/apt,Entire rental unit
3397,0.99,1.0,449.0,241,4.85,4.71,334,3.82,4.78,Private room,Private room in loft
3398,0.0,1.0,800.0,33,4.79,4.39,180,0.53,4.76,Private room,Private room in condo
3399,0.91,1.0,457.0,33,4.3,4.82,179,0.53,4.73,Entire home/apt,Entire rental unit
3400,1.0,1.0,325.0,93,4.91,4.86,332,1.5,4.87,Private room,Private room in rental unit
3401,0.0,1.0,293.0,13,5.0,4.92,298,0.21,4.77,Private room,Private room in home
3402,1.0,0.97,423.0,209,4.96,4.65,0,3.26,4.81,Private room,Private room in rental unit
3403,0.94,1.0,1050.0,225,4.83,4.98,337,3.53,4.98,Entire home/apt,Entire loft
3404,1.0,1.0,600.0,2,5.0,5.0,112,0.15,5.0,Private room,Private room in rental unit
3405,1.0,1.0,600.0,19,5.0,5.0,271,0.3,4.95,Private room,Private room in home
3406,0.99,1.0,336.0,3,3.0,4.0,272,0.05,3.0,Private room,Private room in home
3407,0.99,1.0,1316.0,81,4.97,4.62,33,1.3,4.8,Entire home/apt,Entire loft
3408,0.78,1.0,321.0,16,5.0,4.56,333,0.25,4.94,Private room,Private room in townhouse
3409,0.97,1.0,2505.0,219,4.95,4.97,125,3.48,4.96,Entire home/apt,Entire loft
3410,1.0,1.0,300.0,0,4.77,4.9,83,0.61,4.92,Private room,Private room in home
3411,1.0,1.0,2745.0,39,4.77,4.9,334,0.61,4.92,Entire home/apt,Entire rental unit
3412,1.0,1.0,1572.0,226,4.88,4.82,167,3.56,4.89,Entire home/apt,Entire loft
3413,0.99,1.0,545.0,1,5.0,5.0,173,0.02,5.0,Private room,Private room in home
3414,0.99,1.0,836.0,96,5.0,4.99,178,1.58,4.91,Private room,Private room in condo
3415,1.0,1.0,870.0,232,4.89,4.78,143,3.67,4.81,Entire home/apt,Entire rental unit
3416,1.0,1.0,878.0,17,4.88,4.18,241,0.32,4.88,Entire home/apt,Entire serviced apartment
3417,0.98,1.0,1664.0,348,4.89,4.9,337,5.38,4.82,Entire home/apt,Entire condo
3418,1.0,1.0,543.0,187,4.79,4.82,47,2.95,4.84,Entire home/apt,Entire guest suite
3419,0.99,0.99,406.0,213,4.78,4.64,360,3.36,4.8,Private room,Private room in condo
3420,0.0,0.0,250.0,22,4.95,5.0,271,0.36,5.0,Private room,Private room in rental unit
3421,1.0,0.0,200.0,0,4.81,4.97,365,0.57,5.0,Private room,Private room in hostel
3422,1.0,1.0,1001.0,36,4.81,4.97,82,0.57,5.0,Entire home/apt,Entire rental unit
3423,0.95,0.9,680.0,76,4.71,4.88,362,1.18,4.83,Entire home/apt,Entire home
3424,0.95,1.0,440.0,11,5.0,5.0,0,0.17,4.64,Private room,Private room in rental unit
3425,1.0,1.0,890.0,20,5.0,5.0,272,0.32,4.95,Entire home/apt,Entire rental unit
3426,1.0,1.0,10000.0,1,5.0,5.0,89,0.02,5.0,Hotel room,Room in serviced apartment
3427,1.0,1.0,805.0,10,4.8,4.2,275,0.19,4.5,Entire home/apt,Entire rental unit
3428,1.0,1.0,1617.0,74,5.0,4.84,154,1.17,4.97,Entire home/apt,Entire rental unit
3429,0.75,1.0,300.0,30,4.9,4.48,355,0.47,4.17,Private room,Private room in rental unit
3430,0.75,1.0,2057.0,45,4.98,4.84,88,0.96,4.8,Entire home/apt,Entire rental unit
3431,1.0,1.0,3000.0,11,5.0,4.55,180,0.17,5.0,Entire home/apt,Entire condo
3432,1.0,1.0,880.0,70,4.83,4.99,361,6.71,4.99,Entire home/apt,Entire rental unit
3433,0.88,1.0,250.0,12,5.0,5.0,148,0.19,5.0,Private room,Private room in home
3434,0.88,1.0,800.0,149,4.97,4.87,12,2.37,4.77,Entire home/apt,Entire rental unit
3435,1.0,1.0,300.0,21,4.86,4.76,331,0.33,5.0,Private room,Private room in serviced apartment
3436,1.0,1.0,16157.0,10,5.0,4.9,348,0.22,5.0,Entire home/apt,Entire serviced apartment
3437,0.92,1.0,3292.0,51,4.92,5.0,364,0.81,4.88,Entire home/apt,Entire home
3438,0.81,1.0,405.0,70,4.91,4.83,361,1.11,4.87,Private room,Private room in rental unit
3439,1.0,1.0,4499.0,169,4.97,4.93,286,2.65,4.94,Entire home/apt,Entire serviced apartment
3440,1.0,1.0,470.0,94,4.87,4.31,353,1.47,4.89,Entire home/apt,Entire rental unit
3441,1.0,1.0,4746.0,18,4.94,4.94,31,0.3,4.94,Entire home/apt,Entire townhouse
3442,1.0,0.0,320.0,0,4.86,4.92,89,0.95,4.98,Private room,Private room in loft
3443,0.0,0.0,600.0,59,4.86,4.92,86,0.95,4.98,Entire home/apt,Entire rental unit
3444,0.96,1.0,804.0,110,4.89,4.92,124,1.72,4.9,Entire home/apt,Entire rental unit
3445,0.77,1.0,380.0,39,4.82,4.69,346,0.61,4.85,Private room,Private room in rental unit
3446,0.9,1.0,414.0,3,5.0,5.0,32,0.05,5.0,Private room,Private room in rental unit
3447,0.94,1.0,850.0,47,4.91,5.0,324,0.75,5.0,Entire home/apt,Entire rental unit
3448,1.0,0.9,650.0,54,4.96,4.85,361,0.87,4.89,Entire home/apt,Entire loft
3449,0.98,1.0,300.0,86,4.95,4.87,365,1.36,4.91,Private room,Private room in home
3450,1.0,1.0,500.0,101,4.95,4.71,0,1.58,4.92,Private room,Private room in guesthouse
3451,0.48,0.97,929.0,11,5.0,5.0,349,0.18,5.0,Entire home/apt,Entire rental unit
3452,0.92,0.97,21148.0,35,5.0,4.83,163,0.59,4.94,Entire home/apt,Entire home
3453,0.83,1.0,512.0,119,4.89,5.0,0,1.84,4.97,Private room,Private room in hostel
3454,0.83,0.0,250.0,1,5.0,5.0,365,0.02,5.0,Private room,Private room in tiny home
3455,0.83,1.0,375.0,85,4.95,4.86,24,1.33,4.86,Private room,Private room
3456,1.0,1.0,650.0,11,4.55,4.36,332,0.2,4.73,Private room,Private room in condo
3457,1.0,1.0,896.0,9,4.56,4.0,332,0.17,4.11,Entire home/apt,Entire rental unit
3458,1.0,1.0,359.0,126,4.85,4.82,81,1.99,4.89,Entire home/apt,Entire guest suite
3459,1.0,0.99,223.0,261,4.97,4.78,74,4.16,4.88,Private room,Private room in condo
3460,0.0,1.0,650.0,1,5.0,4.0,364,0.02,5.0,Private room,Private room in rental unit
3461,0.86,1.0,314.0,29,5.0,4.86,117,0.46,4.9,Private room,Private room in rental unit
3462,0.63,1.0,429.0,6,4.33,4.83,365,0.1,5.0,Entire home/apt,Entire loft
3463,1.0,1.0,582.0,13,5.0,4.92,302,0.21,4.85,Private room,Private room in rental unit
3464,1.0,0.97,426.0,148,4.92,4.68,0,2.29,4.74,Private room,Private room in rental unit
3465,0.11,1.0,1100.0,6,5.0,5.0,348,0.09,5.0,Entire home/apt,Entire rental unit
3466,1.0,1.0,2920.0,133,4.98,4.83,356,2.14,4.83,Entire home/apt,Entire rental unit
3467,1.0,1.0,450.0,1,1.0,1.0,365,0.06,1.0,Entire home/apt,Entire home
3468,1.0,1.0,3408.0,65,4.98,4.94,333,1.03,4.85,Entire home/apt,Entire rental unit
3469,1.0,1.0,2975.0,124,4.96,4.79,365,1.95,4.76,Entire home/apt,Entire rental unit
3470,0.86,0.93,600.0,90,4.94,4.78,356,1.42,4.69,Private room,Private room in home
3471,0.97,1.0,1686.0,168,4.97,4.85,80,2.69,4.95,Entire home/apt,Entire rental unit
3472,0.97,1.0,1420.0,25,4.96,4.96,131,0.4,4.96,Entire home/apt,Entire rental unit
3473,0.88,1.0,1035.0,10,4.9,4.8,341,0.17,4.5,Entire home/apt,Entire rental unit
3474,1.0,1.0,804.0,137,4.61,4.87,69,2.19,4.97,Entire home/apt,Entire condo
3475,1.0,1.0,1543.0,27,4.85,4.7,0,0.42,4.78,Entire home/apt,Entire loft
3476,1.0,1.0,2844.0,94,4.98,4.87,346,1.51,4.87,Entire home/apt,Entire rental unit
3477,0.99,1.0,299.0,91,4.73,4.38,78,1.47,4.53,Entire home/apt,Entire loft
3478,0.99,1.0,1001.0,100,4.9,4.6,335,1.57,4.76,Entire home/apt,Entire serviced apartment
3479,1.0,1.0,300.0,0,4.86,4.92,365,1.67,4.98,Private room,Private room in guesthouse
3480,1.0,1.0,246.0,105,4.86,4.92,268,1.67,4.98,Private room,Private room in condo
3481,1.0,1.0,500.0,1,5.0,5.0,365,1.0,5.0,Private room,Private room in home
3482,1.0,1.0,471.0,194,4.95,4.79,6,3.07,4.91,Private room,Private room in rental unit
3483,0.79,0.8,280.0,24,4.92,4.83,333,0.38,4.92,Private room,Private room in home
3484,1.0,0.0,1500.0,0,4.84,4.7,0,0.6,4.84,Private room,Private room in home
3485,1.0,1.0,550.0,37,4.84,4.7,278,0.6,4.84,Private room,Private room in home
3486,0.82,1.0,1097.0,142,4.95,4.77,197,2.22,4.92,Entire home/apt,Entire rental unit
3487,0.97,1.0,2342.0,53,4.81,4.98,316,0.85,4.88,Entire home/apt,Entire condo
3488,0.99,0.99,334.0,104,4.86,4.49,354,1.64,4.8,Private room,Private room in condo
3489,0.98,1.0,500.0,13,4.85,4.46,203,0.21,4.77,Private room,Private room in home
3490,1.0,0.0,2000.0,8,5.0,5.0,363,0.47,5.0,Private room,Private room in serviced apartment
3491,0.82,1.0,11567.0,40,4.98,4.83,143,0.64,4.83,Entire home/apt,Entire home
3492,1.0,1.0,850.0,93,4.89,4.94,159,1.45,4.99,Entire home/apt,Entire rental unit
3493,1.0,1.0,370.0,55,4.96,4.55,33,0.87,4.87,Private room,Private room in home
3494,1.0,1.0,693.0,230,4.68,4.88,257,3.67,4.94,Entire home/apt,Entire rental unit
3495,0.75,0.7,1700.0,20,4.9,4.85,0,0.31,4.7,Entire home/apt,Entire serviced apartment
3496,0.86,0.93,600.0,76,4.95,4.88,360,1.19,4.79,Private room,Private room in home
3497,1.0,1.0,672.0,234,4.76,4.57,332,3.69,4.78,Entire home/apt,Entire rental unit
3498,1.0,1.0,280.0,49,4.82,5.0,10,0.8,5.0,Private room,Private room in home
3499,1.0,1.0,459.0,223,4.67,4.74,318,3.5,4.9,Entire home/apt,Entire loft
3500,1.0,1.0,13256.0,8,5.0,5.0,149,0.14,5.0,Entire home/apt,Entire rental unit
3501,0.5,1.0,800.0,5,5.0,4.4,365,0.1,4.4,Private room,Private room in home
3502,1.0,1.0,1489.0,138,4.87,4.65,342,2.16,4.68,Entire home/apt,Entire condo
3503,0.33,1.0,400.0,0,5.0,4.65,90,0.62,4.88,Entire home/apt,Entire hostel
3504,1.0,1.0,1364.0,40,5.0,4.65,147,0.62,4.88,Entire home/apt,Entire rental unit
3505,0.97,1.0,630.0,281,4.78,4.9,228,4.36,4.97,Entire home/apt,Entire loft
3506,0.99,1.0,1150.0,30,4.8,4.93,334,0.5,4.73,Private room,Private room in loft
3507,1.0,1.0,582.0,22,4.77,4.86,301,0.35,4.95,Private room,Private room in rental unit
3508,0.82,0.8,590.0,16,4.81,4.69,365,0.26,4.69,Private room,Private room in condo
3509,1.0,1.0,835.0,2,5.0,3.5,178,0.03,5.0,Entire home/apt,Entire rental unit
3510,1.0,1.0,1283.0,12,4.83,4.0,241,0.2,5.0,Entire home/apt,Entire serviced apartment
3511,0.86,0.8,1000.0,48,4.79,4.96,175,0.77,4.9,Entire home/apt,Entire rental unit
3512,0.91,1.0,780.0,32,4.94,4.19,185,0.54,4.69,Entire home/apt,Entire rental unit
3513,1.0,1.0,1900.0,5,5.0,4.8,363,0.1,5.0,Entire home/apt,Entire loft
3514,1.0,1.0,327.0,208,4.76,4.91,302,3.33,4.95,Private room,Private room in rental unit
3515,1.0,1.0,3631.0,63,5.0,4.89,330,0.99,4.84,Entire home/apt,Entire rental unit
3516,0.0,1.0,1200.0,2,5.0,5.0,149,0.1,5.0,Entire home/apt,Entire loft
3517,0.99,1.0,1135.0,76,4.97,4.91,144,1.19,4.96,Entire home/apt,Entire loft
3518,1.0,1.0,979.0,53,4.91,4.92,253,0.85,4.96,Entire home/apt,Entire condo
3519,1.0,1.0,433.0,82,4.91,4.39,364,1.29,4.85,Entire home/apt,Entire condo
3520,0.0,1.0,878.0,143,4.8,4.66,271,2.31,4.85,Entire home/apt,Entire rental unit
3521,0.21,0.9,800.0,6,5.0,4.83,364,0.1,5.0,Private room,Private room in rental unit
3522,0.93,1.0,817.0,1,4.97,4.96,0,0.02,5.0,Entire home/apt,Entire rental unit
3523,0.93,1.0,1103.0,71,4.97,4.96,85,1.12,5.0,Entire home/apt,Entire rental unit
3524,1.0,1.0,550.0,5,4.4,5.0,319,0.08,4.4,Private room,Private room in rental unit
3525,1.0,1.0,526.0,190,4.96,4.86,71,3.01,4.91,Private room,Private room in condo
3526,1.0,1.0,1780.0,54,4.89,4.72,349,0.88,4.87,Entire home/apt,Entire rental unit
3527,1.0,1.0,1500.0,0,5.0,4.0,296,0.02,5.0,Entire home/apt,Entire rental unit
3528,1.0,1.0,415.0,1,5.0,4.0,365,0.02,5.0,Private room,Private room in rental unit
3529,1.0,1.0,741.0,384,4.57,4.74,337,6.04,4.78,Entire home/apt,Entire condo
3530,0.99,1.0,5000.0,167,4.98,4.92,143,2.61,4.97,Entire home/apt,Entire rental unit
3531,1.0,1.0,402.0,125,4.89,4.89,277,1.99,4.95,Entire home/apt,Entire guest suite
3532,0.99,1.0,500.0,6,5.0,4.8,106,0.15,5.0,Private room,Private room in rental unit
3533,0.99,1.0,709.0,310,4.92,4.97,321,4.94,4.99,Entire home/apt,Entire rental unit
3534,0.91,1.0,1150.0,96,4.9,4.98,67,1.53,4.99,Entire home/apt,Entire serviced apartment
3535,0.99,1.0,1540.0,215,4.97,4.85,263,3.42,4.94,Entire home/apt,Entire rental unit
3536,0.97,1.0,225.0,63,4.9,4.84,343,1.01,5.0,Private room,Private room in home
3537,0.9,1.0,250.0,7,5.0,4.86,343,0.11,5.0,Private room,Private room in home
3538,1.0,1.0,2028.0,139,4.83,4.81,220,2.2,4.91,Entire home/apt,Entire rental unit
3539,0.5,1.0,600.0,11,4.6,4.5,28,0.18,4.7,Private room,Private room in rental unit
3540,0.99,1.0,846.0,38,4.89,4.95,89,0.61,5.0,Entire home/apt,Entire rental unit
3541,1.0,1.0,2499.0,13,4.92,4.77,206,0.24,5.0,Entire home/apt,Entire rental unit
3542,0.0,1.0,1463.0,0,5.0,4.75,9,0.07,4.5,Entire home/apt,Entire rental unit
3543,0.95,0.86,3000.0,4,5.0,4.75,358,0.07,4.5,Entire home/apt,Entire place
3544,0.0,1.0,205.0,11,4.73,5.0,0,0.17,4.82,Private room,Private room in rental unit
3545,0.99,1.0,1592.0,7,4.86,4.71,178,0.11,4.86,Entire home/apt,Entire serviced apartment
3546,0.99,1.0,277.0,13,4.92,4.15,32,0.21,5.0,Private room,Private room in rental unit
3547,0.97,0.9,1714.0,211,4.98,4.81,287,3.35,4.9,Entire home/apt,Entire condo
3548,1.0,0.99,999.0,10,4.89,4.89,0,0.16,5.0,Entire home/apt,Entire rental unit
3549,1.0,0.99,10000.0,1,5.0,4.0,365,0.02,5.0,Private room,Private room in guest suite
3550,1.0,0.99,331.0,99,4.95,4.63,85,1.58,4.81,Private room,Private room in condo
3551,1.0,1.0,1533.0,130,4.98,4.95,116,2.08,4.95,Entire home/apt,Entire rental unit
3552,1.0,1.0,1974.0,295,4.85,4.88,173,4.69,4.97,Entire home/apt,Entire rental unit
3553,1.0,1.0,1445.0,297,4.79,4.88,169,4.73,4.94,Entire home/apt,Entire rental unit
3554,1.0,1.0,1320.0,35,5.0,4.76,218,0.56,4.82,Entire home/apt,Entire rental unit
3555,1.0,1.0,1555.0,136,5.0,4.91,96,2.19,4.98,Entire home/apt,Entire rental unit
3556,0.99,1.0,950.0,23,4.96,4.35,230,0.37,4.83,Entire home/apt,Entire rental unit
3557,0.99,1.0,1445.0,64,4.98,4.78,27,1.01,4.98,Entire home/apt,Entire rental unit
3558,0.99,1.0,531.0,342,4.93,4.87,73,5.45,4.98,Entire home/apt,Entire home
3559,1.0,1.0,1495.0,8,5.0,5.0,144,0.13,5.0,Entire home/apt,Entire rental unit
3560,1.0,1.0,2354.0,196,4.99,4.91,90,3.14,4.97,Entire home/apt,Entire rental unit
3561,1.0,1.0,250.0,0,5.0,5.0,180,3.32,5.0,Private room,Private room in home
3562,1.0,1.0,700.0,0,5.0,5.0,365,3.32,5.0,Entire home/apt,Entire condo
3563,1.0,1.0,2134.0,209,5.0,5.0,167,3.32,5.0,Entire home/apt,Entire serviced apartment
3564,0.98,1.0,980.0,176,4.87,4.88,1,2.81,4.97,Entire home/apt,Entire rental unit
3565,1.0,1.0,408.0,62,4.82,4.53,262,1.01,4.9,Entire home/apt,Entire loft
3566,0.94,1.0,1164.0,141,4.94,4.73,70,2.24,4.74,Entire home/apt,Entire rental unit
3567,1.0,1.0,700.0,111,4.95,4.97,117,1.8,5.0,Private room,Private room in rental unit
3568,0.99,1.0,599.0,282,4.46,4.83,335,4.48,4.88,Entire home/apt,Entire rental unit
3569,1.0,1.0,934.0,25,4.84,4.96,323,4.69,4.96,Entire home/apt,Entire condo
3570,1.0,1.0,633.0,148,4.95,4.84,351,2.37,4.91,Private room,Private room in rental unit
3571,1.0,1.0,1000.0,0,4.97,4.95,179,2.11,4.98,Private room,Private room
3572,0.99,1.0,1000.0,132,4.97,4.95,147,2.11,4.98,Entire home/apt,Entire rental unit
3573,1.0,1.0,1452.0,173,4.98,4.86,152,2.83,4.92,Entire home/apt,Entire rental unit
3574,0.94,1.0,331.0,24,4.63,3.92,360,0.39,4.58,Private room,Private room in rental unit
3575,1.0,1.0,1045.0,190,4.95,4.71,254,3.04,4.96,Entire home/apt,Entire rental unit
3576,1.0,1.0,1372.0,130,4.98,4.88,163,2.09,4.93,Entire home/apt,Entire rental unit
3577,1.0,0.33,1180.0,32,4.84,4.87,89,0.51,4.9,Entire home/apt,Entire condo
