,host_acceptance_rate,host_response_rate,price,number_of_reviews,review_scores_location,review_scores_cleanliness,availability_365,reviews_per_month,review_scores_communication,room_type,property_type
21494,1.0,1.0,1110.0,0,4.88,4.88,365,2.86,5.0,Private room,Room in hotel
21495,0.6,0.8,1380.0,0,4.88,4.88,362,2.86,5.0,Entire home/apt,Entire rental unit
21496,1.0,1.0,1222.0,0,4.88,4.88,365,2.86,5.0,Private room,Room in hotel
21497,1.0,1.0,1500.0,8,4.88,4.88,346,2.86,5.0,Entire home/apt,Entire serviced apartment
21498,1.0,1.0,294.0,0,5.0,4.89,364,3.29,4.89,Private room,Private room in casa particular
21499,1.0,1.0,1531.0,9,5.0,4.89,362,3.29,4.89,Entire home/apt,Entire rental unit
21500,0.94,0.93,361.0,9,4.89,5.0,333,4.91,5.0,Private room,Private room in condo
21501,0.25,1.0,901.0,0,5.0,5.0,363,0.48,5.0,Entire home/apt,Entire home
21502,0.25,1.0,900.0,1,5.0,5.0,363,0.48,5.0,Private room,Private room in rental unit
21503,0.99,1.0,1543.0,1,5.0,5.0,55,1.0,5.0,Entire home/apt,Entire rental unit
21504,0.99,1.0,654.0,2,5.0,5.0,348,1.03,5.0,Private room,Private room in rental unit
21505,0.99,1.0,823.0,18,4.39,4.44,258,6.14,4.89,Entire home/apt,Entire condo
21506,0.92,1.0,1082.0,2,5.0,5.0,312,0.94,5.0,Private room,Room in hotel
21507,1.0,1.0,1222.0,0,5.0,5.0,365,3.33,5.0,Private room,Private room in home
21508,1.0,1.0,892.0,8,5.0,5.0,351,3.33,5.0,Entire home/apt,Entire home
21509,1.0,1.0,322.0,7,5.0,4.57,358,2.33,4.29,Entire home/apt,Entire rental unit
21510,1.0,1.0,1213.0,0,5.0,5.0,365,1.1,5.0,Private room,Room in hotel
21511,1.0,1.0,3000.0,3,5.0,5.0,286,1.1,5.0,Entire home/apt,Entire rental unit
21512,1.0,1.0,1619.0,8,5.0,5.0,362,2.82,5.0,Entire home/apt,Entire rental unit
21513,0.94,1.0,1100.0,0,5.0,4.5,354,1.5,5.0,Entire home/apt,Entire rental unit
21514,0.99,1.0,1434.0,2,5.0,4.5,86,1.5,5.0,Entire home/apt,Entire rental unit
21515,0.98,1.0,1100.0,0,4.83,4.33,356,2.4,4.67,Entire home/apt,Entire rental unit
21516,1.0,1.0,296.0,6,4.83,4.33,358,2.4,4.67,Private room,Private room in rental unit
21517,1.0,1.0,780.0,10,5.0,4.9,75,5.56,5.0,Entire home/apt,Entire loft
21518,1.0,1.0,850.0,7,4.86,4.86,270,2.28,5.0,Entire home/apt,Entire rental unit
21519,1.0,1.0,1823.0,2,5.0,4.0,358,0.75,5.0,Entire home/apt,Entire rental unit
21520,0.98,1.0,1971.0,6,4.5,4.83,320,2.57,4.67,Entire home/apt,Entire serviced apartment
21521,1.0,1.0,1036.0,11,4.0,4.64,310,3.71,4.0,Entire home/apt,Entire rental unit
21522,0.98,1.0,900.0,0,5.0,5.0,356,2.0,4.5,Entire home/apt,Entire rental unit
21523,0.98,1.0,1757.0,2,5.0,5.0,327,2.0,4.5,Entire home/apt,Entire serviced apartment
21524,1.0,0.8,1950.0,0,5.0,4.83,176,2.02,4.83,Entire home/apt,Entire rental unit
21525,1.0,1.0,853.0,6,5.0,4.83,47,2.02,4.83,Entire home/apt,Entire rental unit
21526,0.98,1.0,1450.0,1,4.0,5.0,356,0.34,5.0,Entire home/apt,Entire rental unit
21527,1.0,1.0,1463.0,4,5.0,4.0,333,2.55,4.25,Entire home/apt,Entire rental unit
21528,0.98,1.0,2029.0,7,4.86,4.71,281,2.28,4.43,Entire home/apt,Entire rental unit
21529,1.0,1.0,3786.0,3,5.0,5.0,358,1.96,5.0,Entire home/apt,Entire rental unit
21530,1.0,0.93,750.0,9,4.44,4.22,332,2.9,4.33,Entire home/apt,Entire rental unit
21531,0.98,1.0,1100.0,0,5.0,5.0,356,1.18,5.0,Entire home/apt,Entire rental unit
21532,1.0,0.89,519.0,2,5.0,5.0,145,1.18,5.0,Entire home/apt,Entire condo
21533,0.98,1.0,1350.0,0,5.0,5.0,356,0.9,5.0,Entire home/apt,Entire rental unit
21534,0.9,0.9,823.0,2,5.0,5.0,332,0.9,5.0,Private room,Private room in bed and breakfast
21535,0.98,1.0,650.0,0,4.83,4.72,356,6.43,5.0,Private room,Private room in home
21536,1.0,1.0,403.0,18,4.83,4.72,304,6.43,5.0,Entire home/apt,Entire rental unit
21537,0.99,1.0,2195.0,6,4.83,4.83,191,2.0,5.0,Entire home/apt,Entire rental unit
21538,0.99,1.0,1697.0,0,5.0,5.0,349,1.8,3.67,Entire home/apt,Entire rental unit
21539,1.0,1.0,9000.0,3,5.0,5.0,337,1.8,3.67,Entire home/apt,Entire rental unit
21540,0.88,0.9,732.0,3,5.0,5.0,196,2.31,5.0,Entire home/apt,Entire rental unit
21541,1.0,1.0,10059.0,0,5.0,5.0,171,1.3,5.0,Entire home/apt,Entire rental unit
21542,0.99,1.0,7200.0,2,5.0,5.0,57,1.3,5.0,Entire home/apt,Entire condo
21543,1.0,1.0,1725.0,8,4.75,4.25,352,2.93,4.75,Entire home/apt,Entire rental unit
21544,1.0,1.0,1656.0,3,5.0,5.0,302,1.53,5.0,Entire home/apt,Entire condo
21545,0.8,0.8,663.0,1,5.0,5.0,48,0.71,5.0,Private room,Private room in rental unit
21546,1.0,1.0,2631.0,2,5.0,5.0,343,1.43,5.0,Entire home/apt,Entire rental unit
21547,0.99,1.0,2391.0,2,4.5,3.0,332,1.28,3.0,Entire home/apt,Entire rental unit
21548,1.0,1.0,829.0,23,5.0,5.0,335,7.84,5.0,Entire home/apt,Entire home
21549,1.0,1.0,1040.0,2,5.0,5.0,320,2.0,5.0,Entire home/apt,Entire condo
21550,0.97,1.0,1408.0,0,5.0,4.5,163,1.5,4.5,Entire home/apt,Entire rental unit
21551,0.97,1.0,2379.0,4,5.0,4.5,365,1.5,4.5,Entire home/apt,Entire rental unit
21552,1.0,1.0,1400.0,6,5.0,5.0,317,2.69,5.0,Entire home/apt,Entire condo
21553,0.99,0.98,696.0,1,5.0,4.0,358,0.46,3.0,Entire home/apt,Entire rental unit
21554,0.97,1.0,1362.0,6,5.0,4.83,355,2.4,4.83,Entire home/apt,Entire rental unit
21555,1.0,1.0,2259.0,2,5.0,5.0,340,0.76,5.0,Entire home/apt,Entire rental unit
21556,1.0,0.5,5000.0,0,5.0,5.0,365,0.91,5.0,Entire home/apt,Entire condo
21557,1.0,1.0,5458.0,1,5.0,5.0,362,0.91,5.0,Entire home/apt,Entire rental unit
21558,0.36,0.89,500.0,0,1.0,2.0,303,0.36,1.0,Entire home/apt,Entire rental unit
21559,1.0,0.98,197.0,1,1.0,2.0,363,0.36,1.0,Private room,Private room in home
21560,1.0,0.98,216.0,0,5.0,5.0,330,1.46,5.0,Private room,Private room in home
21561,0.74,1.0,375.0,0,5.0,5.0,365,1.46,5.0,Private room,Private room in home
21562,0.68,0.96,1746.0,4,5.0,5.0,0,1.46,5.0,Entire home/apt,Entire rental unit
21563,1.0,0.6,3940.0,0,5.0,5.0,0,1.95,5.0,Entire home/apt,Entire rental unit
21564,1.0,0.6,990.0,0,5.0,5.0,332,1.95,5.0,Private room,Private room in rental unit
21565,0.99,1.0,1670.0,5,5.0,5.0,335,1.95,5.0,Entire home/apt,Entire rental unit
21566,1.0,1.0,2541.0,5,5.0,4.8,338,3.75,5.0,Entire home/apt,Entire rental unit
21567,0.99,1.0,2780.0,10,4.9,5.0,190,3.95,5.0,Entire home/apt,Entire rental unit
21568,1.0,1.0,994.0,6,5.0,5.0,334,2.09,5.0,Entire home/apt,Entire rental unit
21569,0.99,1.0,2298.0,15,4.73,4.73,187,5.49,4.93,Entire home/apt,Entire rental unit
21570,1.0,1.0,2014.0,4,5.0,5.0,338,1.85,5.0,Entire home/apt,Entire rental unit
21571,0.74,0.6,439.0,1,5.0,5.0,332,0.35,5.0,Private room,Private room in rental unit
21572,1.0,0.9,800.0,3,5.0,5.0,87,1.1,5.0,Entire home/apt,Entire rental unit
21573,1.0,1.0,1350.0,4,5.0,5.0,359,1.69,5.0,Entire home/apt,Entire loft
21574,0.9,0.9,823.0,4,5.0,5.0,332,1.33,5.0,Private room,Private room in bed and breakfast
21575,1.0,1.0,1922.0,4,4.5,5.0,345,1.94,5.0,Entire home/apt,Entire rental unit
21576,0.91,1.0,1107.0,3,4.67,4.67,364,1.45,4.67,Private room,Private room in loft
21577,0.6,1.0,998.0,2,5.0,5.0,168,1.09,4.5,Entire home/apt,Entire rental unit
21578,0.82,0.8,653.0,3,5.0,4.67,12,1.61,5.0,Entire home/apt,Entire rental unit
21579,1.0,0.98,197.0,9,4.78,4.11,359,3.1,4.67,Private room,Private room in home
21580,0.96,1.0,2118.0,1,5.0,5.0,355,1.0,5.0,Entire home/apt,Entire condo
21581,0.95,1.0,320.0,0,5.0,5.0,365,0.68,5.0,Private room,Private room in home
21582,0.96,1.0,3090.0,2,5.0,5.0,336,0.68,5.0,Entire home/apt,Entire rental unit
21583,0.0,1.0,648.0,0,5.0,5.0,88,0.42,5.0,Private room,Private room in rental unit
21584,1.0,0.98,255.0,1,5.0,5.0,365,0.42,5.0,Private room,Private room in home
21585,0.4,1.0,750.0,1,5.0,5.0,364,0.75,5.0,Private room,Private room in rental unit
21586,1.0,1.0,700.0,10,5.0,4.7,350,4.05,4.9,Entire home/apt,Entire rental unit
21587,1.0,1.0,1247.0,4,5.0,3.75,336,2.31,4.5,Entire home/apt,Entire rental unit
21588,1.0,1.0,2300.0,2,5.0,5.0,301,1.43,5.0,Entire home/apt,Entire condo
21589,1.0,1.0,220.0,7,5.0,3.86,76,2.63,4.43,Private room,Private room in home
21590,0.98,0.95,430.0,2,5.0,5.0,314,0.78,4.5,Private room,Private room in casa particular
21591,0.98,0.95,544.0,3,5.0,4.33,41,1.02,4.67,Private room,Private room in casa particular
21592,1.0,0.98,255.0,1,5.0,5.0,365,0.57,5.0,Private room,Private room in home
21593,1.0,1.0,1490.0,5,4.8,4.8,128,2.21,4.8,Entire home/apt,Entire rental unit
21594,1.0,0.98,197.0,4,5.0,5.0,360,1.25,5.0,Private room,Private room in rental unit
21595,0.85,0.82,450.0,2,5.0,5.0,305,0.86,5.0,Private room,Private room in home
21596,1.0,0.0,1033.0,0,5.0,4.67,0,1.48,4.67,Entire home/apt,Entire rental unit
21597,1.0,1.0,654.0,3,5.0,4.67,358,1.48,4.67,Entire home/apt,Entire rental unit
21598,0.98,0.95,480.0,3,5.0,5.0,314,1.67,5.0,Private room,Private room in casa particular
21599,1.0,1.0,898.0,3,4.67,4.67,357,1.17,5.0,Entire home/apt,Entire rental unit
21600,0.98,0.95,971.0,2,5.0,5.0,85,0.71,5.0,Private room,Private room in casa particular
21601,1.0,0.98,216.0,8,4.63,3.75,361,2.5,4.5,Private room,Private room in rental unit
21602,1.0,0.98,197.0,3,4.67,4.0,347,0.94,4.67,Private room,Private room in home
21603,1.0,0.98,197.0,3,4.67,4.67,362,0.94,5.0,Private room,Private room in rental unit
21604,1.0,0.98,197.0,4,5.0,3.75,364,1.25,4.75,Private room,Private room in rental unit
21605,1.0,0.98,216.0,1,5.0,5.0,365,0.31,5.0,Private room,Private room in rental unit
21606,0.99,1.0,3250.0,3,5.0,4.0,356,1.22,5.0,Entire home/apt,Entire rental unit
21607,1.0,1.0,1465.0,9,5.0,5.0,326,3.97,4.89,Entire home/apt,Entire rental unit
21608,1.0,1.0,973.0,13,4.62,5.0,158,4.76,5.0,Entire home/apt,Entire condo
21609,1.0,1.0,645.0,1,4.0,3.0,311,0.53,3.0,Private room,Private room in rental unit
21610,1.0,1.0,888.0,0,5.0,3.5,365,1.94,5.0,Private room,Private room in rental unit
21611,1.0,1.0,220.0,4,5.0,3.5,76,1.94,5.0,Private room,Private room in home
21612,1.0,1.0,500.0,5,5.0,5.0,173,2.38,5.0,Private room,Private room in rental unit
21613,0.99,1.0,1399.0,5,4.6,5.0,356,2.54,5.0,Entire home/apt,Entire rental unit
21614,0.96,1.0,2199.0,0,4.88,4.75,362,2.61,5.0,Entire home/apt,Entire condo
21615,1.0,0.8,999.0,0,4.88,4.75,364,2.61,5.0,Entire home/apt,Entire rental unit
21616,0.99,1.0,3468.0,8,4.88,4.75,354,2.61,5.0,Entire home/apt,Entire rental unit
21617,1.0,1.0,2456.0,8,4.88,5.0,337,3.04,4.88,Entire home/apt,Entire rental unit
21618,1.0,1.0,1000.0,5,5.0,4.6,89,2.21,4.6,Entire home/apt,Entire loft
21619,1.0,1.0,657.0,5,4.75,4.0,363,2.0,4.8,Entire home/apt,Entire rental unit
21620,0.5,0.9,395.0,1,5.0,5.0,87,0.45,5.0,Private room,Private room in rental unit
21621,1.0,1.0,1800.0,1,5.0,5.0,324,0.35,5.0,Entire home/apt,Entire rental unit
21622,0.92,1.0,1049.0,0,4.93,5.0,364,4.62,4.86,Entire home/apt,Entire rental unit
21623,0.92,1.0,990.0,0,4.93,5.0,79,4.62,4.86,Entire home/apt,Entire loft
21624,1.0,1.0,2526.0,14,4.93,5.0,324,4.62,4.86,Entire home/apt,Entire rental unit
21625,1.0,1.0,645.0,3,5.0,5.0,313,2.73,5.0,Private room,Private room in rental unit
21626,1.0,1.0,450.0,16,4.73,5.0,361,5.71,4.94,Entire home/apt,Shipping container
21627,1.0,1.0,612.0,8,4.88,4.75,350,3.33,5.0,Private room,Private room in rental unit
21628,1.0,1.0,1771.0,5,4.8,5.0,248,1.79,4.8,Entire home/apt,Entire rental unit
21629,0.8,1.0,2150.0,2,5.0,5.0,362,0.76,5.0,Entire home/apt,Entire rental unit
21630,0.99,0.92,350.0,5,4.8,4.4,354,2.63,4.8,Private room,Private room in rental unit
21631,1.0,1.0,565.0,17,4.94,4.82,353,6.3,4.88,Entire home/apt,Entire rental unit
21632,0.99,1.0,1649.0,2,5.0,5.0,359,0.87,5.0,Entire home/apt,Entire rental unit
21633,1.0,1.0,645.0,6,4.83,4.67,347,2.65,4.67,Private room,Private room in rental unit
21634,0.99,1.0,3015.0,13,4.85,4.92,178,4.7,4.92,Entire home/apt,Entire rental unit
21635,1.0,1.0,2650.0,1,5.0,4.0,320,1.0,5.0,Entire home/apt,Entire rental unit
21636,1.0,1.0,1604.0,3,4.67,5.0,349,2.2,5.0,Entire home/apt,Entire condo
21637,1.0,1.0,635.0,0,5.0,5.0,1,2.0,5.0,Entire home/apt,Entire rental unit
21638,0.98,0.92,851.0,0,5.0,5.0,353,2.0,5.0,Entire home/apt,Entire home
21639,0.0,0.0,1947.0,0,5.0,5.0,364,2.0,5.0,Entire home/apt,Entire rental unit
21640,1.0,0.98,1006.0,2,5.0,5.0,351,2.0,5.0,Entire home/apt,Entire rental unit
21641,0.99,1.0,2947.0,6,5.0,5.0,179,2.22,5.0,Entire home/apt,Entire rental unit
21642,1.0,1.0,1300.0,8,5.0,5.0,318,2.58,5.0,Entire home/apt,Entire condo
21643,1.0,1.0,780.0,16,4.88,4.69,343,5.11,4.94,Private room,Private room in rental unit
21644,0.99,1.0,1150.0,4,5.0,5.0,59,1.46,5.0,Entire home/apt,Entire loft
21645,1.0,1.0,521.0,2,4.5,4.0,358,0.82,4.5,Entire home/apt,Entire rental unit
21646,1.0,1.0,609.0,2,5.0,4.5,324,0.82,5.0,Entire home/apt,Entire rental unit
21647,1.0,1.0,423.0,3,5.0,4.67,10,3.0,4.67,Private room,Private room in condo
21648,1.0,1.0,839.0,2,4.0,1.5,341,2.0,3.5,Entire home/apt,Entire rental unit
21649,1.0,1.0,454.0,3,5.0,4.33,364,3.0,4.67,Private room,Private room in rental unit
21650,0.99,1.0,1411.0,2,5.0,5.0,80,1.3,5.0,Entire home/apt,Entire rental unit
21651,0.67,1.0,3000.0,1,5.0,5.0,278,0.55,5.0,Entire home/apt,Entire rental unit
21652,0.99,1.0,1400.0,0,5.0,5.0,0,0.94,5.0,Entire home/apt,Entire condo
21653,0.94,0.8,597.0,0,5.0,5.0,337,0.94,5.0,Private room,Private room in home
21654,1.0,1.0,1800.0,0,5.0,5.0,364,0.94,5.0,Private room,Private room in rental unit
21655,1.0,1.0,1300.0,0,5.0,5.0,90,0.94,5.0,Entire home/apt,Entire condo
21656,1.0,1.0,671.0,0,5.0,5.0,352,0.94,5.0,Entire home/apt,Entire rental unit
21657,1.0,1.0,1990.0,1,5.0,5.0,362,0.94,5.0,Entire home/apt,Entire rental unit
21658,0.8,0.95,2067.0,3,5.0,5.0,86,1.67,5.0,Entire home/apt,Entire rental unit
21659,0.98,1.0,1071.0,3,5.0,5.0,33,1.22,5.0,Entire home/apt,Entire rental unit
21660,0.68,0.96,1850.0,6,4.67,4.83,343,2.05,5.0,Entire home/apt,Entire rental unit
21661,0.91,1.0,280.0,1,5.0,5.0,0,0.5,5.0,Private room,Private room in guesthouse
21662,0.92,0.82,1150.0,0,4.75,4.75,164,1.76,4.25,Private room,Private room in guesthouse
21663,1.0,1.0,645.0,4,4.75,4.75,338,1.76,4.25,Private room,Private room in rental unit
21664,1.0,1.0,2067.0,3,5.0,5.0,228,1.22,5.0,Entire home/apt,Entire rental unit
21665,1.0,1.0,612.0,10,4.9,4.9,355,4.84,4.8,Private room,Private room in rental unit
21666,0.92,0.82,2597.0,1,5.0,5.0,359,0.94,5.0,Private room,Private room in guesthouse
21667,0.92,0.82,1350.0,2,5.0,5.0,365,1.82,5.0,Private room,Private room in guesthouse
21668,0.75,0.94,290.0,8,4.88,4.75,353,3.12,4.88,Private room,Private room in home
21669,1.0,1.0,1748.0,5,5.0,4.2,359,1.85,4.8,Entire home/apt,Entire rental unit
21670,1.0,1.0,645.0,1,5.0,5.0,342,0.51,5.0,Private room,Private room in rental unit
21671,1.0,1.0,559.0,7,5.0,4.71,339,3.96,5.0,Entire home/apt,Entire rental unit
21672,0.68,0.96,1604.0,8,5.0,5.0,362,2.7,5.0,Entire home/apt,Entire rental unit
21673,0.96,1.0,679.0,4,5.0,5.0,360,1.67,5.0,Private room,Private room in rental unit
21674,1.0,1.0,636.0,5,5.0,4.8,337,2.5,5.0,Private room,Private room in home
21675,0.91,1.0,1403.0,1,4.0,5.0,60,1.0,5.0,Entire home/apt,Entire home
21676,1.0,1.0,207.0,0,5.0,4.5,355,2.4,5.0,Private room,Private room in rental unit
21677,0.83,1.0,800.0,4,5.0,4.5,180,2.4,5.0,Entire home/apt,Entire rental unit
21678,1.0,1.0,1743.0,0,4.4,5.0,364,2.17,4.4,Entire home/apt,Entire rental unit
21679,1.0,1.0,645.0,5,4.4,5.0,333,2.17,4.4,Private room,Private room in rental unit
21680,0.83,0.9,199.0,1,5.0,5.0,362,0.43,5.0,Entire home/apt,Entire loft
21681,1.0,1.0,7750.0,10,5.0,4.9,333,3.33,5.0,Entire home/apt,Entire home
21682,0.96,0.92,800.0,0,5.0,5.0,53,1.0,5.0,Private room,Room in hotel
21683,0.96,1.0,2118.0,1,5.0,5.0,331,1.0,5.0,Entire home/apt,Entire condo
21684,0.67,0.7,310.0,1,5.0,5.0,241,1.0,5.0,Private room,Private room in rental unit
21685,1.0,0.89,400.0,0,4.67,5.0,332,1.1,5.0,Private room,Private room in casa particular
21686,1.0,1.0,1100.0,3,4.67,5.0,310,1.1,5.0,Entire home/apt,Entire rental unit
21687,1.0,1.0,453.0,3,4.67,4.33,365,1.18,4.33,Private room,Private room in rental unit
21688,1.0,1.0,1499.0,7,5.0,5.0,71,3.82,5.0,Entire home/apt,Entire rental unit
21689,1.0,1.0,822.0,0,4.75,4.75,364,2.67,5.0,Private room,Private room in rental unit
21690,1.0,1.0,2995.0,8,4.75,4.75,170,2.67,5.0,Entire home/apt,Entire rental unit
21691,0.85,1.0,300.0,2,5.0,4.5,357,0.98,5.0,Private room,Private room in home
21692,1.0,1.0,3224.0,5,4.8,4.2,358,2.59,4.2,Entire home/apt,Entire condo
21693,1.0,1.0,4966.0,4,5.0,4.75,334,3.33,5.0,Entire home/apt,Entire rental unit
21694,1.0,1.0,1725.0,7,5.0,4.86,350,2.47,4.86,Entire home/apt,Entire rental unit
21695,0.96,1.0,604.0,5,4.8,5.0,348,1.97,5.0,Entire home/apt,Entire rental unit
21696,1.0,1.0,800.0,12,5.0,5.0,346,4.8,5.0,Entire home/apt,Entire home
21697,1.0,1.0,1500.0,10,5.0,4.7,365,3.37,5.0,Entire home/apt,Entire rental unit
21698,1.0,1.0,540.0,3,4.67,5.0,332,1.5,5.0,Entire home/apt,Entire condo
21699,0.99,0.92,350.0,5,5.0,4.4,355,1.83,4.8,Private room,Private room in rental unit
21700,1.0,1.0,1351.0,8,5.0,5.0,116,2.73,5.0,Entire home/apt,Entire rental unit
21701,1.0,0.9,610.0,0,5.0,4.0,17,0.74,4.5,Entire home/apt,Entire rental unit
21702,1.0,1.0,1280.0,2,5.0,4.0,365,0.74,4.5,Entire home/apt,Entire rental unit
21703,1.0,1.0,794.0,7,5.0,4.86,340,2.26,5.0,Private room,Private room in rental unit
21704,1.0,1.0,1811.0,1,5.0,5.0,362,0.65,5.0,Private room,Private room in rental unit
21705,0.75,0.85,590.0,0,5.0,5.0,347,4.93,5.0,Private room,Private room in rental unit
21706,1.0,1.0,1490.0,11,5.0,5.0,326,4.93,5.0,Entire home/apt,Entire rental unit
21707,1.0,1.0,993.0,11,5.0,4.91,302,3.71,5.0,Entire home/apt,Entire rental unit
21708,1.0,1.0,927.0,4,4.75,4.75,334,1.74,4.75,Entire home/apt,Entire rental unit
21709,1.0,0.92,1590.0,1,5.0,5.0,48,0.45,5.0,Entire home/apt,Entire rental unit
21710,0.89,1.0,321.0,5,5.0,5.0,333,2.17,4.8,Private room,Private room in rental unit
21711,0.75,1.0,2380.0,1,4.0,4.0,361,0.7,5.0,Entire home/apt,Entire rental unit
21712,1.0,1.0,925.0,12,4.92,4.92,345,4.09,4.67,Entire home/apt,Entire rental unit
21713,1.0,1.0,550.0,0,5.0,5.0,217,0.43,5.0,Private room,Private room in rental unit
21714,0.97,1.0,187.0,1,5.0,5.0,361,0.43,5.0,Private room,Private room in rental unit
21715,1.0,1.0,340.0,5,5.0,4.6,33,1.92,5.0,Private room,Private room in rental unit
21716,1.0,1.0,1300.0,5,5.0,4.4,327,2.54,5.0,Entire home/apt,Entire rental unit
21717,1.0,1.0,936.0,1,3.0,4.0,350,0.77,2.0,Entire home/apt,Entire rental unit
21718,1.0,1.0,540.0,5,4.2,5.0,288,3.19,5.0,Entire home/apt,Entire loft
21719,0.98,0.92,722.0,1,5.0,5.0,362,0.71,5.0,Private room,Private room in home
21720,1.0,1.0,699.0,4,4.75,4.75,365,1.88,5.0,Entire home/apt,Entire rental unit
21721,1.0,1.0,870.0,1,5.0,5.0,350,1.0,5.0,Entire home/apt,Entire condo
21722,1.0,1.0,2610.0,0,5.0,5.0,364,0.54,5.0,Entire home/apt,Entire rental unit
21723,0.98,1.0,4629.0,1,5.0,5.0,224,0.54,5.0,Entire home/apt,Entire rental unit
21724,1.0,1.0,1700.0,5,4.8,4.6,263,2.54,4.8,Entire home/apt,Entire rental unit
21725,0.86,1.0,350.0,5,5.0,5.0,328,2.46,5.0,Private room,Private room in rental unit
21726,0.8,1.0,1700.0,0,5.0,5.0,302,1.7,5.0,Entire home/apt,Entire rental unit
21727,1.0,1.0,6198.0,3,5.0,5.0,331,1.7,5.0,Entire home/apt,Entire rental unit
21728,1.0,1.0,923.0,3,4.0,3.67,354,1.32,3.67,Entire home/apt,Entire rental unit
21729,1.0,1.0,1230.0,0,4.5,4.6,364,5.0,4.8,Entire home/apt,Entire rental unit
21730,1.0,1.0,995.0,10,4.5,4.6,342,5.0,4.8,Entire home/apt,Entire rental unit
21731,0.96,1.0,349.0,2,5.0,5.0,365,1.15,5.0,Entire home/apt,Entire home
21732,1.0,1.0,1167.0,0,4.5,4.75,89,1.62,5.0,Entire home/apt,Entire home
21733,1.0,0.86,5700.0,0,4.5,4.75,76,1.62,5.0,Entire home/apt,Entire home
21734,1.0,0.94,900.0,4,4.5,4.75,358,1.62,5.0,Entire home/apt,Entire rental unit
21735,1.0,1.0,1088.0,6,4.83,4.17,349,3.4,4.83,Entire home/apt,Entire rental unit
21736,0.98,1.0,392.0,4,4.75,4.5,0,1.6,4.75,Private room,Private room in rental unit
21737,0.98,0.92,719.0,1,5.0,4.0,362,0.54,4.0,Private room,Private room in home
21738,1.0,1.0,475.0,2,4.5,4.5,354,0.78,5.0,Entire home/apt,Entire rental unit
21739,0.0,1.0,700.0,0,5.0,4.87,32,8.41,5.0,Entire home/apt,Entire rental unit
21740,1.0,1.0,829.0,23,5.0,4.87,350,8.41,5.0,Entire home/apt,Entire rental unit
21741,1.0,1.0,750.0,1,4.0,5.0,322,1.0,5.0,Entire home/apt,Entire rental unit
21742,1.0,1.0,878.0,2,4.5,3.0,365,1.07,5.0,Entire home/apt,Entire rental unit
21743,0.89,0.96,450.0,2,5.0,4.5,352,1.28,5.0,Private room,Private room in home
21744,1.0,1.0,817.0,0,5.0,4.8,365,2.03,5.0,Private room,Private room in home
21745,1.0,1.0,1771.0,5,5.0,4.8,170,2.03,5.0,Entire home/apt,Entire rental unit
21746,1.0,1.0,420.0,1,5.0,3.0,364,0.39,5.0,Private room,Private room in rental unit
21747,1.0,1.0,988.0,3,4.67,4.67,334,1.5,4.33,Entire home/apt,Entire rental unit
21748,0.89,0.96,406.0,2,5.0,5.0,352,1.02,5.0,Private room,Private room in home
21749,1.0,1.0,2233.0,5,5.0,4.8,138,2.21,5.0,Entire home/apt,Entire condo
21750,1.0,1.0,4391.0,1,5.0,5.0,252,1.0,5.0,Entire home/apt,Entire rental unit
21751,1.0,1.0,300.0,0,4.67,5.0,360,2.81,5.0,Private room,Private room in rental unit
21752,1.0,1.0,1300.0,3,4.67,5.0,359,2.81,5.0,Entire home/apt,Entire condo
21753,1.0,1.0,450.0,4,5.0,5.0,354,1.9,5.0,Private room,Private room in home
21754,0.6,0.88,1498.0,1,5.0,5.0,357,1.0,5.0,Entire home/apt,Entire rental unit
21755,1.0,1.0,250.0,0,5.0,5.0,364,0.4,5.0,Entire home/apt,Entire rental unit
21756,0.5,0.63,849.0,0,5.0,5.0,365,0.4,5.0,Entire home/apt,Entire rental unit
21757,1.0,1.0,2100.0,1,5.0,5.0,26,0.4,5.0,Entire home/apt,Entire rental unit
21758,1.0,1.0,543.0,0,4.82,4.64,364,4.29,4.64,Private room,Private room in rental unit
21759,1.0,1.0,283.0,11,4.82,4.64,357,4.29,4.64,Entire home/apt,Entire rental unit
21760,0.88,1.0,3200.0,3,5.0,5.0,175,1.64,5.0,Entire home/apt,Entire rental unit
21761,1.0,1.0,900.0,1,4.0,5.0,360,0.94,5.0,Entire home/apt,Entire rental unit
21762,1.0,1.0,799.0,0,4.71,4.29,168,3.04,4.43,Private room,Private room in rental unit
21763,1.0,1.0,1684.0,7,4.71,4.29,352,3.04,4.43,Entire home/apt,Entire rental unit
21764,1.0,1.0,671.0,6,5.0,4.5,339,2.47,5.0,Entire home/apt,Entire rental unit
21765,1.0,1.0,899.0,3,5.0,5.0,229,1.32,5.0,Private room,Private room in rental unit
21766,1.0,1.0,4521.0,1,5.0,5.0,312,0.64,5.0,Entire home/apt,Entire condo
21767,1.0,1.0,306.0,9,4.67,4.67,359,3.6,4.67,Entire home/apt,Entire rental unit
21768,1.0,1.0,901.0,4,5.0,5.0,350,1.97,5.0,Entire home/apt,Entire rental unit
21769,1.0,1.0,1400.0,3,5.0,5.0,352,1.27,5.0,Entire home/apt,Entire rental unit
21770,0.91,1.0,817.0,0,4.67,4.92,365,4.86,4.75,Private room,Private room in home
21771,0.91,1.0,443.0,0,4.67,4.92,26,4.86,4.75,Entire home/apt,Entire rental unit
21772,0.98,1.0,1039.0,12,4.67,4.92,167,4.86,4.75,Entire home/apt,Entire condo
